Send Rates,Block Size,Avg Latency,Throughput
170.3,150,0.68,162.2
115.3,580,0.86,96.7
190.1,80,0.5,140.3
120.3,455,0.82,97.6
130.1,705,0.81,119.7
194.8,400,0.76,159.1
155.5,270,0.77,121.9
40.1,480,1.2,37.1
130.2,685,0.87,118.4
135.2,755,0.84,121.3
60.1,195,1.29,53.9
95.2,460,0.84,80
50.1,130,1.29,46.7
95.1,150,0.87,81.2
70.1,135,1.15,61.6
190.1,335,0.71,160.9
190.4,620,0.76,156.3
50.1,680,1.27,47.3
80.1,610,0.91,68.9
30,545,1.17,29.9
85.1,395,0.95,79
80.1,545,0.94,69.2
40,340,1.22,39.7
200,195,0.77,157
45.1,520,1.24,43.5
95.1,20,0.17,94.5
10,775,1.08,9.9
20,740,1.13,19.3
155.3,370,0.76,118.8
185.2,80,0.53,137.4
10,475,1.09,9.9
115.3,370,0.87,98
85.1,440,0.96,79.2
20,455,1.13,19.2
194.6,595,0.74,158.5
200.4,780,0.8,158.3
35,600,1.2,34.2
35,760,1.18,34.5
193.6,395,0.8,154.9
194.5,235,0.77,160.8
50.1,195,1.28,47.2
134.7,575,0.78,121.6
90.1,220,0.91,79.9
85.1,525,0.97,79.7
55.1,605,1.34,51.4
175.3,705,0.65,160.8
150.2,440,0.89,120.7
105.1,445,0.8,95.9
165,565,0.67,159.7
25,795,1.16,24
30,195,1.18,29.8
75.1,180,1.06,69.6
180.4,500,0.65,164.1
165.3,165,0.68,123.4
165.3,720,0.69,123.6
170.3,465,0.67,162.4
180.6,550,0.67,163.1
159.9,285,0.8,122.9
35,480,1.21,33.8
40.1,430,1.21,37
75.2,165,1.05,69
170.3,495,0.66,160.9
40,325,1.23,39.7
120.2,680,0.84,97.7
80.1,115,1.03,72.9
145.2,750,0.76,123.2
85.1,80,0.69,74.3
190.4,360,0.73,161
25,770,1.16,24.1
40.1,200,1.2,37.1
120.1,455,0.82,96
130.2,630,0.85,119
100.1,275,0.83,94.7
130.2,450,0.82,120
60.1,45,0.5,53.7
130.2,80,0.59,104.2
175.3,60,0.42,129.8
135.2,50,0.33,133.5
55.1,500,1.31,52.2
80.1,75,0.66,70.1
95.2,300,0.86,81.4
90.1,425,0.9,79.9
190.3,465,0.74,155.6
115.3,105,0.77,96.2
165.2,220,0.68,158
150.2,470,0.82,120.6
15,250,1.11,14.7
30,520,1.16,28.4
35,350,1.2,34.1
145.3,515,0.74,122.8
110.2,470,0.91,95.3
120.1,10,0.1,119.1
140.2,405,0.78,121.3
65.1,275,1.31,60.4
65.1,765,1.3,60.7
155.3,680,0.73,120.5
150.1,55,0.35,115.5
85.1,385,0.94,80.3
45.1,665,1.25,43.4
160.1,270,0.74,122
110.2,390,0.93,95.7
15,680,1.11,14.7
80.1,580,0.94,69.7
105.1,710,0.91,93
175.2,255,0.69,158.1
10,335,1.1,9.9
60.1,520,1.3,58.9
180.7,10,1.36,169.7
180.2,650,0.67,164.3
10,270,1.11,9.8
35,285,1.21,34
130.2,180,0.85,118.9
155.3,580,0.74,119.1
20,750,1.13,19.4
140,695,0.78,122.3
20,90,1.13,19.3
35,175,1.2,34
55.1,260,1.29,52.8
180.7,555,0.66,164.1
20,25,0.66,20
55.1,785,1.3,52.2
100.1,725,0.81,95.9
85.1,685,0.96,79.2
90.1,290,0.9,79.8
90.1,190,0.97,80
170.3,375,0.68,162.7
75.1,650,1.05,69.2
105.1,680,0.8,97.9
193.7,520,1.11,151.5
185.3,570,0.73,160.5
15,735,1.09,14.7
60.1,35,0.4,54.3
150.2,330,0.84,121.6
35,470,1.2,34.2
35,520,1.24,34.1
95.1,705,0.83,79.3
30,580,1.19,29.7
60.1,185,1.33,58.3
75.1,765,1.1,69.2
95.2,740,0.86,81.6
110.2,145,0.89,95.5
140.2,760,0.77,122.7
190.8,125,0.64,184
100.2,400,0.8,96.8
115.2,160,0.84,96.5
75.1,535,1.05,69.4
193.8,770,0.78,160.5
130.2,390,0.88,119.6
100.1,620,0.79,97.5
195.5,580,0.77,156.3
15,425,1.11,14.6
125.2,90,0.58,98.9
140.4,50,0.34,138.4
180.5,415,0.65,163.6
70.1,405,1.12,61.2
195.3,235,0.75,157
170.3,290,0.71,158.8
160.3,420,0.71,121.3
125.2,605,0.84,118.5
80.1,515,0.93,69.5
135.4,95,0.66,108.5
185.3,440,0.78,154
60.1,690,1.3,58.7
180,315,0.69,164.1
115.3,415,0.86,95.8
179.9,290,0.67,164.6
120.2,55,0.38,96.4
15,575,1.12,14.6
70.1,30,0.31,61.9
20,530,1.13,19.4
120.2,100,0.66,117.8
40,595,1.18,37
115.2,395,0.86,95.8
80.1,275,0.93,69.2
20,325,1.13,19.3
175.3,660,0.67,160.8
90.1,255,0.91,79.7
140.1,550,0.81,121.1
155.3,510,0.81,121.5
35,205,1.21,34.2
115.2,115,0.85,98.1
150.5,185,0.8,120.5
20,450,1.13,19.2
60.1,555,1.35,57.6
75.1,690,1.04,69.3
130.2,600,0.83,119.3
197.7,655,0.75,160.2
135.2,495,0.8,120.6
100.1,40,0.3,99.4
20,45,1.14,19.2
199.6,340,0.78,159.4
35,415,1.19,34.2
10,510,1.09,9.8
145.2,560,0.85,119.4
120.2,530,0.79,96.7
90.1,565,0.89,79.2
169.3,785,0.67,163.1
65.1,45,0.47,57.7
60.1,565,1.3,58.8
20,20,0.53,20
75.2,85,0.81,68
179.9,60,0.42,132.8
145.1,710,0.78,122.5
100.1,710,0.82,95.4
55.1,445,1.3,52.8
40,725,1.2,39.7
150.3,270,0.85,118.9
55.1,545,1.33,51.7
120.2,255,0.83,97.4
175.3,755,0.68,163.5
35,305,1.18,34.5
110.2,400,0.88,96.7
100.1,320,0.78,97.4
20,640,1.13,19.3
165.3,85,0.56,128.8
199.4,300,0.71,159.9
110.3,425,0.87,96.7
100.1,795,0.78,97.6
75.1,240,1.04,69.4
130.2,510,0.84,119.6
145.2,105,0.69,113.6
135.2,300,0.81,120.1
169.8,300,0.66,162.3
15,30,1.06,14.7
40,295,1.2,39.8
135.2,575,0.82,121.3
120.2,400,0.87,113.9
193,615,0.78,160.4
144.7,120,0.74,113.2
50.1,40,0.49,49.9
185.3,250,0.77,160.5
170,730,0.72,162.7
20,465,1.13,19.2
20,200,1.13,19.2
194.4,310,0.77,159
200,505,0.81,156
145.2,535,0.75,123.4
100.2,635,0.79,97.2
110.3,15,0.15,90.3
90.1,170,0.9,80.5
145.3,655,0.85,120.1
199.6,480,0.73,158.6
100.1,300,0.8,96.6
125.2,120,0.79,102
50.1,750,1.3,47.1
20,175,1.13,19.3
110.2,355,0.89,94.2
90.1,540,0.9,79.8
145.3,375,0.82,122.9
45,770,1.26,43.5
130.2,60,0.46,104.6
55.1,240,1.32,51.6
45.1,440,1.26,43.1
30,555,1.16,28.2
180,630,0.67,164.6
35,650,1.21,34
195.6,125,0.66,188
105.1,40,0.29,104.3
110.2,660,0.88,95.9
25,735,1.15,24
50.1,470,1.28,47.5
185.7,610,0.74,160.3
140.2,540,0.77,120.4
40,330,1.21,37.1
120.1,430,0.83,96.7
55.1,315,1.3,52.1
180.3,545,0.76,153.8
140,410,0.8,121.5
165.6,25,0.17,163.9
105.2,155,0.82,97.6
140,240,0.78,121.8
125.2,640,0.85,117
198.5,155,0.83,156.7
170.3,645,0.7,160.9
190,650,0.77,156.6
185.3,125,0.67,178.5
135.2,745,0.82,120.2
45.1,760,1.25,43.3
105.2,795,0.79,98
25,745,1.16,24.1
65.1,250,1.29,60.4
185.4,40,0.22,182.6
160.2,710,0.77,121.2
65.1,775,1.27,60.6
169.8,725,0.69,160.3
100.1,655,0.81,96.4
40,260,1.24,39.1
150.2,410,0.86,121.2
115.1,715,0.86,94.1
35,40,0.65,34.9
80.1,395,0.93,69.3
75.1,320,1.02,69.4
130.1,70,0.48,102.9
115.2,710,0.88,95.9
105.1,95,0.73,88.7
100.3,785,0.87,95.4
150.3,625,0.88,120.8
95.1,315,0.83,80.8
165.6,340,0.68,124
50.1,515,1.29,47.1
150.5,580,0.81,121.1
85.1,740,0.96,79.3
189.9,115,0.68,143.2
140.3,510,0.78,120.7
150.2,680,0.79,117.9
90.1,365,0.89,79.6
145.2,35,0.27,112.7
90.1,150,0.9,79.9
175.6,220,0.65,163.1
180.2,535,0.67,163.9
170.2,45,0.29,125.9
50.1,35,0.45,46.1
75.1,565,1.05,69.5
60.1,510,1.31,58.3
185.3,35,0.27,135.7
10,590,1.09,9.9
185.3,210,0.78,157.2
120.1,345,0.83,116.7
130.2,435,0.87,119.2
40,675,1.2,39.8
115.2,760,0.87,98.1
155.3,200,0.88,120.1
95.2,170,0.85,81.4
165.2,280,0.72,122.7
25,65,1.15,24
70.1,320,1.12,61.5
130.2,655,0.86,119.5
35,580,1.21,34
75.1,440,1.05,69
194.2,750,0.77,156.8
45.1,655,1.24,43.3
30,705,1.16,29.9
105.1,505,0.8,97.9
155.3,425,0.82,121.1
115.2,550,0.89,96.5
135.2,795,0.82,120.8
65.1,635,1.28,60.9
25,610,1.16,24
105.2,520,0.8,96.4
75.1,420,1.05,69.7
40,210,1.23,39.3
85.1,40,0.32,84.6
200.4,55,0.35,142.9
165.3,355,0.65,123.5
125.2,20,0.14,124.3
120.2,545,0.86,98.3
100.1,550,0.84,96.1
95.1,380,0.84,81.2
20,370,1.13,19.3
45.1,70,0.92,41.8
135.4,215,0.8,121.5
75.1,360,1.06,69.8
185.6,635,0.74,158.8
174.4,765,0.81,162
175.3,460,0.68,161
159.5,160,0.73,122.8
15,85,1.08,14.7
65.1,285,1.29,60.8
15,410,1.12,14.6
80.1,155,0.94,69.4
70.1,420,1.12,61.6
135.2,345,0.81,120.5
120.2,85,0.67,99.4
95.1,765,0.86,79.9
90.2,510,0.91,79.9
15,380,1.11,14.7
105.3,415,0.9,94.9
175.3,340,0.68,162.9
175.3,75,0.45,129.9
65.1,225,1.27,60.7
194.9,330,0.77,159.2
30,500,1.17,29.8
100.1,90,0.66,83
140.2,485,0.78,121.1
175.3,170,0.71,156.3
115.3,230,0.85,97.4
200.4,275,0.9,155.5
65.1,515,1.29,60.2
70.1,705,1.13,61.5
35,55,0.9,32.9
160.3,535,0.71,121.8
199.4,515,0.83,157.4
135.2,430,0.82,121
130.2,765,0.81,118.5
60.1,425,1.29,58.8
95.2,605,0.83,80.7
90.1,585,0.91,79.7
65.1,750,1.29,60.8
80.1,560,0.93,69.9
185.7,250,0.73,160.3
120.2,420,0.82,115.4
160.3,100,0.56,155.9
155.3,495,0.71,120.2
135.3,335,0.78,121.4
45.1,60,0.82,42.5
15,540,1.11,14.7
15,295,1.09,14.7
135.2,135,0.79,122.4
85.1,265,0.97,79.1
130.2,705,0.83,120.2
160.3,565,0.69,121.9
155.2,45,0.29,117.9
120.2,385,0.8,95.6
25,110,1.16,24
95.1,685,0.87,80.8
60.1,380,1.34,58.1
135.2,335,0.82,121.5
180.3,715,0.76,157.2
45.1,530,1.25,42.8
105.2,210,0.85,97.2
155.3,595,0.72,120.6
125.2,505,0.82,116.9
180.5,235,0.67,164.5
55.1,200,1.28,53.1
155.3,320,0.75,122.7
150.2,530,0.89,119.7
130.2,345,0.81,120.1
188.4,215,0.81,157.6
175.1,355,0.68,160.8
105.2,755,0.8,97.6
90.2,30,0.28,76.3
175.3,740,0.68,161.1
100.2,685,0.82,97
198.8,580,0.76,159.5
50.1,325,1.29,47.1
10,480,1.1,10
90.1,800,0.89,79.3
70.1,750,1.13,61.5
70.1,660,1.12,61.3
125.2,790,0.81,119.9
180.6,625,0.67,164.4
135.2,540,0.78,119.9
55.1,440,1.28,53.6
184.8,35,0.23,135.4
85.1,310,0.95,79.6
190.7,210,0.74,160
55.1,705,1.29,52.5
30,220,1.16,28.3
169.6,535,0.67,160.8
125.3,415,0.81,119.6
95.1,745,0.87,80.3
200.1,640,0.79,158.3
110.2,495,0.86,96.7
120.2,280,0.83,96.2
15,705,1.11,14.7
170,210,0.7,162.4
135.2,515,0.83,121.1
100.1,410,0.81,97.3
125.2,515,0.84,117.7
25,200,1.17,23.9
115.3,145,0.86,96.1
95.2,140,0.85,80.7
125.3,650,0.79,121.7
70.1,270,1.15,61.6
120.1,520,0.81,97.6
130.4,230,0.84,119.3
10,95,1.08,9.9
100.2,755,0.81,97.5
115.2,595,0.84,97.8
60.1,505,1.26,54.4
140.4,315,0.76,122
20,335,1.13,19.3
45.1,230,1.24,43.4
35,50,0.8,34.9
145.2,150,0.75,123.2
115.2,675,0.88,95.7
15,485,1.12,14.7
165.3,240,0.65,159.1
115.2,740,0.87,96
100.1,465,0.79,97.6
30,10,0.2,30
175.3,650,0.68,161.5
30,750,1.19,29.7
85.1,505,0.86,81.9
150.3,555,0.87,119.9
30,55,1.03,28.5
55.1,170,1.3,52.5
160.3,750,0.73,120.5
169.4,730,0.66,163.1
45.1,180,1.27,42.8
105.2,325,0.8,97.2
35,610,1.19,34.4
175.3,605,0.67,161.1
45.1,340,1.3,42.3
20,235,1.13,19.3
159.6,655,0.75,123.1
10,430,1.08,9.9
85.1,275,0.9,81.1
20,545,1.13,19.3
193.9,780,0.76,158.5
45.1,385,1.27,42.9
165.2,140,0.65,123.9
169.9,145,0.68,162.7
45.1,625,1.24,43.4
185.4,350,0.75,157
145.2,780,0.84,119.9
199,395,0.81,157.4
90.1,705,0.9,81.5
50.1,190,1.28,47.7
55.1,305,1.29,52.5
15,155,1.1,14.7
130.2,415,0.83,119.6
100.1,495,0.83,95.7
100.1,635,0.8,97.6
135.1,560,0.8,119.3
30,720,1.17,28.5
196.5,795,0.85,160.1
45.1,315,1.24,43.3
125.2,525,0.82,118.3
85.1,320,0.87,81.8
100.2,670,0.8,96.1
145.5,25,0.18,144.1
160.5,235,0.67,122.5
190.4,285,0.75,160.7
40,75,1.09,37.7
35,590,1.18,34.5
15,365,1.08,14.7
160.2,335,0.69,121.8
185.7,145,0.74,158.9
197.9,565,0.81,156.9
75.1,470,1.04,69.6
195.4,765,0.9,161
70.1,450,1.12,61.7
189.9,750,0.77,161.1
150.3,515,0.82,119.6
90.1,345,0.91,80
145.1,570,0.71,122.9
139.7,735,0.82,122.1
195.3,785,0.77,157.7
20,95,1.13,19.3
105.3,370,0.8,98.8
169,760,0.7,162.1
25,250,1.16,24
150.5,765,0.85,119.7
70.1,625,1.13,61.2
140.1,365,0.79,122.5
110.2,620,0.89,95.4
100.1,695,0.82,95.4
130.2,755,0.84,120.1
185.4,525,0.71,158.6
197,435,0.88,159.3
90.1,675,0.9,80.3
15,285,1.1,14.7
165.3,30,0.23,123.6
198.5,775,0.7,160.1
65.1,70,0.71,58
190.3,265,0.76,157.7
140.3,595,0.8,121.7
140.2,275,0.78,121.7
188.9,760,0.99,159
60.1,180,1.32,58.3
70.1,635,1.12,61.5
185.4,775,0.74,160.2
90.1,230,0.91,79.3
40,635,1.2,36.9
85.1,155,0.95,80
25,445,1.15,24
194.5,630,0.82,160
25,425,1.16,24.1
135.2,260,0.86,119.9
25,375,1.15,24.1
60.1,160,1.29,59
65.1,650,1.28,60.3
95.1,390,0.86,80.5
195.4,120,0.68,142.8
55.1,600,1.28,52.7
115.2,790,0.86,97.2
185.3,380,0.77,159.9
170.3,225,0.67,162.6
65.1,470,1.28,60.7
70.1,375,1.13,61.4
115.3,495,0.85,98.1
110.2,795,0.91,95.4
70.1,685,1.16,61.6
180.6,185,0.76,162.8
45.1,380,1.23,43.9
130.2,245,0.84,118.8
80.1,285,0.96,69.6
30,650,1.18,29.7
175.3,530,0.68,162.5
40,350,1.22,39.7
55.1,100,1.1,54.6
150.2,545,0.85,121.8
193.5,345,0.72,156.9
25,180,1.16,24
130.2,115,0.83,108.5
10,225,1.08,9.8
30,565,1.16,28.5
165.3,460,0.67,122.8
100.2,230,0.78,97.9
35,65,1.06,33.3
55.1,675,1.31,53.1
120.1,755,0.86,97.5
80.1,710,0.91,69.5
90.3,605,0.9,78.9
195.1,680,0.72,157.1
160.3,730,0.71,121.9
150.2,665,0.85,120.9
135.2,735,0.8,121.4
180.3,345,0.68,164.1
35,530,1.21,34.1
135.2,685,0.8,121.5
20,10,0.27,20
35,85,1.21,33.9
45.1,570,1.26,42.7
45.1,140,1.24,43.6
75.2,490,1.03,69.2
10,420,1.08,9.9
65.1,455,1.28,60.6
125.2,330,0.82,118.9
45.1,295,1.25,43.1
40,120,1.19,36.9
169.8,455,0.65,162.2
50.1,455,1.27,47.6
100.2,150,0.81,96.1
180.6,90,0.5,131.9
110.3,290,0.89,95.9
105.1,295,0.81,98.9
180.2,30,0.27,131.9
45.1,590,1.24,43.2
15,450,1.1,14.7
150.2,565,0.86,121.8
95.1,640,0.83,80.8
165.2,375,0.66,159.1
65.1,640,1.3,60.5
169.1,485,0.67,163.3
150.3,775,0.79,120.9
25,170,1.16,24
20,615,1.13,19.4
150.5,80,0.56,116.9
85.2,690,0.95,79.8
10,395,1.09,9.9
20,230,1.16,20
195,400,0.8,155.7
120.2,120,0.81,98.5
45.1,550,1.23,43
95.1,695,0.84,80.9
125.2,420,0.8,121.3
25,240,1.15,24
160.3,710,0.73,156.1
60.1,55,0.59,53.7
130.1,140,0.85,119.2
180.6,335,0.67,164.4
180.3,530,0.67,163.9
180.3,575,0.76,157.5
194.6,690,0.86,155.9
175.2,135,0.64,163.5
70.1,20,0.2,69.9
175.3,450,0.7,161.6
105.1,250,0.8,96.5
120.2,145,0.84,97.9
130.2,565,0.83,118.9
70.1,465,1.12,61.7
60.1,470,1.28,53.7
120.1,590,0.81,98.3
190.3,635,0.76,159.2
115.2,470,0.84,97.5
95.1,735,0.82,79.7
195.7,245,0.75,157.4
150.2,425,0.81,120.5
40,395,1.22,39.6
110.3,665,0.89,97.1
180.3,555,0.67,163
120.3,115,0.85,101.1
10,45,1.08,10
175.3,185,0.75,162.5
145.2,135,0.77,123.4
60.1,675,1.27,53.4
105.2,30,0.25,86.9
105.1,165,0.81,97.1
40,555,1.22,36.9
155.2,710,0.77,121.5
190.6,90,0.51,135
110.2,575,0.91,95.7
110.2,565,0.89,96.2
110.2,325,0.88,96.9
130.2,675,0.87,119.2
70.1,475,1.11,61.4
145.5,415,0.87,119.6
40,445,1.21,39.4
115.2,235,0.84,94.7
135.4,365,0.8,122
170.2,120,0.74,127.3
190.3,540,0.75,161
100.2,15,0.15,83.5
175.3,205,0.69,162.1
75.1,150,1.05,69.4
20,440,1.13,19.4
105.1,775,0.92,95.2
35,705,1.19,34.2
105.1,655,0.81,97.3
45.1,645,1.23,43.6
35,715,1.21,33.9
155.6,595,0.79,122.3
140.2,460,0.74,120.5
30,205,1.17,28.3
85.1,145,0.89,81.3
15,110,1.12,14.6
75.1,745,1.06,69.4
95.1,105,0.85,82
60.1,220,1.33,58
105.2,495,0.91,93.5
135.1,90,0.56,106.2
165.3,495,0.67,161.6
80.1,765,0.93,68.9
170.2,235,0.67,161
115.2,640,0.85,97.1
100.2,305,0.81,96.9
75.1,660,1.05,69.3
30,265,1.18,29.9
135.2,285,0.82,121.1
75.1,480,1.05,69.1
180.2,600,0.69,164.3
65.1,305,1.27,60.5
85.2,400,0.96,79.7
110.2,265,0.9,95.7
185.6,260,0.73,157.2
20,600,1.13,19.2
110.3,50,0.37,109.2
169.4,490,0.65,162.5
165.3,45,0.28,123.3
85.1,675,0.89,81.5
105.2,405,0.8,96.6
105,755,0.81,95.9
70.2,440,1.15,61.7
140.3,750,0.76,121.5
110.2,425,0.9,95.3
185.3,325,0.78,159.8
145.2,730,0.7,122.7
115.4,360,0.87,97.5
165.3,315,0.67,124.1
45.1,250,1.25,43.1
30,345,1.16,28.3
55.1,55,0.63,49.7
175.5,760,0.64,163.2
50.1,160,1.26,48
125.2,705,0.84,117.7
180.3,735,0.68,160.5
105.1,65,0.51,87.1
45.1,415,1.23,43.7
155.3,300,0.81,121.2
95.2,385,0.83,81
10,515,1.08,9.9
70.1,795,1.12,61.3
90.2,240,0.92,80.2
150.2,400,0.83,121.3
15,170,1.1,14.7
75.1,775,1.03,69.2
125.3,365,0.82,117.3
75.1,545,1.08,69.3
70.1,520,1.14,61.3
10,765,1.11,9.9
145.2,290,0.78,122.9
30,495,1.17,28.3
20,660,1.13,19.4
110.2,30,0.23,90.2
30,695,1.18,29.8
135.2,695,0.78,121.3
55.1,775,1.32,52.8
40,385,1.19,39.7
169.6,285,0.65,162.6
85.1,650,0.98,79.7
65.1,500,1.29,60.7
40,200,1.23,39.5
155.3,725,0.73,121.2
199.8,35,0.53,140.4
155.2,530,0.76,121.6
90.1,600,0.91,80
50.1,445,1.29,47
110.2,160,0.89,95.8
10,120,1.08,9.9
80.2,250,0.95,69.6
155.1,410,0.75,119.9
145.3,730,0.75,122.8
169.2,440,0.67,162.5
155.3,460,0.76,120.4
200.3,80,0.58,144.6
165.3,65,0.42,124.1
10,140,1.11,9.8
125.2,355,0.83,116.6
75.1,55,0.5,65.4
90.1,445,0.89,80.2
70.1,50,0.46,69.6
90.1,60,0.54,77.8
115.2,560,0.86,98.5
115.2,220,0.85,95.7
170.1,570,0.67,162.9
180.3,415,0.67,159.6
115.2,490,0.88,96.7
120.2,590,0.83,96.9
110.3,165,0.87,96.7
180.2,240,0.69,164.5
200.2,335,0.77,159
140.2,145,0.79,120.2
110.2,555,0.88,96.6
40.1,670,1.22,39.7
145.2,605,0.83,119.1
120.2,770,0.81,97.3
100.1,430,0.81,95.4
45.1,395,1.26,43.1
60.1,655,1.33,58.1
65.1,590,1.28,60.8
115.1,205,0.86,96.2
170.3,100,0.55,166
75.1,70,0.65,65.8
194.1,755,0.77,160.3
180.3,370,0.67,164
180.2,385,0.69,164.3
175.4,680,0.66,161.9
20,165,1.13,19.3
185.3,540,0.77,160.4
65.1,625,1.29,60.5
60.1,795,1.32,58.9
115.2,455,0.88,96.5
175.3,225,0.7,163.4
70.1,75,0.73,62.1
50.1,215,1.28,47.7
150.3,375,0.88,119.1
125.2,80,0.57,101.1
155.2,485,0.74,121.3
170.3,555,0.68,160.8
15,145,1.13,14.7
135.2,390,0.79,121.4
185.2,410,0.79,160.2
115.2,20,0.15,114.7
20,555,1.12,19.3
192.5,210,0.83,158.1
85.2,25,0.22,84.6
70.1,360,1.13,61.4
110.3,500,0.89,95.3
50.1,250,1.29,47.2
10,555,1.1,9.9
175.3,110,0.64,127.5
25,260,1.16,24
80.2,190,0.95,69.7
199.9,235,0.72,159.1
190.2,90,0.49,136.5
20,490,1.14,19.2
180.3,650,0.69,162
190.6,460,0.76,161.4
65.1,740,1.31,60.7
199,665,0.75,159.1
150.5,350,0.9,120.7
50.1,610,1.29,47.4
140.2,230,0.78,120.6
175.3,710,0.68,163.2
100.2,90,0.67,83
175.7,215,0.66,163.2
189.4,555,0.75,157.6
65.1,10,0.12,64.9
25,470,1.16,24
20,420,1.14,19.3
189.6,40,0.33,186.2
45.1,540,1.23,43.6
180.1,660,0.69,164
25,505,1.15,24.1
40,115,1.2,39.8
75.1,220,1.07,69.9
55.1,350,1.3,52.7
105.2,700,0.81,97.4
85.1,620,0.96,79.3
90.2,135,0.92,80.5
65.1,150,1.3,60
25,390,1.16,24
95.1,30,0.25,79.9
164.5,440,0.68,157.8
45.1,260,1.27,43.1
30,395,1.18,29.7
139.8,280,0.82,120.9
198.8,360,0.75,159.3
180.3,635,0.71,164.4
55.1,635,1.26,54.1
95.2,640,0.84,81.2
65.1,340,1.29,60.4
155.3,85,0.57,121
70.1,295,1.14,61.5
60.1,295,1.3,58.8
25,320,1.16,24
30,460,1.18,29.9
95.1,485,0.82,80.5
45,165,1.27,42.9
85.2,85,0.76,75.4
25,455,1.16,24.1
195.4,555,0.77,157.5
198.5,325,0.84,158.2
130.2,15,0.14,103.2
155.3,230,0.74,120.7
90.1,475,0.9,80.3
35,215,1.21,34.2
70.1,145,1.19,61.3
120.1,210,0.83,97.8
155.3,765,0.74,121.2
180.3,60,0.38,133.5
95.1,440,0.85,80.5
140.2,80,0.56,110.2
190.4,715,0.75,160.3
125.2,485,0.8,119.8
185.3,15,0.88,131.2
150.4,10,0.14,148.4
50.1,655,1.28,47.5
15,100,1.1,14.7
80.1,45,0.4,69
130.2,95,0.65,105.7
120.2,65,0.47,97.5
145.2,200,0.79,123
165.3,185,0.69,123.3
180.1,55,0.34,131.1
95.1,95,0.79,81.8
80.1,360,0.91,69.3
169.5,755,0.68,162.9
40,250,1.2,37
169.1,660,0.69,162.5
40,455,1.24,39.5
65.1,615,1.29,60.6
35,425,1.2,34
164.9,290,0.7,160.6
125.4,565,0.78,121
55.1,340,1.3,52.5
10,300,1.11,9.8
190.4,735,0.79,158.4
40,685,1.22,39.7
130.2,495,0.86,119.1
35,325,1.2,34.1
195.3,125,0.68,187.8
135.2,600,0.84,120.5
90.1,620,0.91,79.8
110.2,695,0.88,93.7
105.2,630,0.81,98.9
175.3,140,0.72,162.8
100.1,30,0.24,83.6
185.6,390,0.72,160.3
165.3,340,0.66,161.9
20,570,1.14,19.2
169.9,705,0.65,160.5
125.2,55,0.37,99.9
185.3,55,0.33,134
155.5,470,0.75,122.5
75.1,525,1.05,69.4
40,305,1.2,39.5
110.2,110,0.77,89.4
135.2,220,0.83,121.6
175.3,50,0.28,172.2
45.1,690,1.23,43.3
175.3,425,0.7,158.2
75.1,120,1.07,66.6
50.1,125,1.27,47.3
15,400,1.08,14.7
55.1,790,1.31,52
80.2,295,0.93,68.9
199.7,55,0.42,142.1
40,230,1.21,39.7
185.3,710,0.77,159.8
135.2,775,0.83,121.7
40,705,1.22,39.4
10,570,1.09,9.8
60.1,230,1.34,57.8
95.1,300,0.84,79.4
55.1,750,1.3,52.4
30,660,1.17,29.9
115.2,185,0.87,95.9
110.2,685,0.89,95.5
125.2,340,0.85,118
198.4,175,0.83,160.1
70.2,200,1.14,61.5
185.4,260,0.76,158.6
155.3,795,0.86,121.7
45.1,450,1.26,43.3
164.7,445,0.67,161.1
95.2,570,0.84,81.3
15,270,1.14,14.6
80.1,655,0.95,69.8
30,775,1.18,29.7
180.2,175,0.68,164.5
60.1,90,0.93,53.6
165.3,400,0.69,156.3
100.1,70,0.54,83.8
35,670,1.2,34.1
160.3,270,0.69,155.1
70.1,580,1.14,61.3
95.1,40,0.31,94.3
160.3,60,0.41,122.7
75.1,290,1.04,69
70.1,615,1.14,61.3
75.1,250,1.05,68.8
55.1,360,1.31,52.1
20,245,1.13,19.3
95.1,280,0.85,80.6
90.1,335,0.89,80.3
85.1,480,0.96,79.1
95.1,125,0.94,93.3
155.5,15,0.79,117.9
125.2,560,0.79,121.4
30,415,1.16,29.9
80.1,775,0.94,69.8
10,720,1.1,9.9
55.1,120,1.29,52.4
90.1,415,0.93,80.1
70.1,645,1.12,61.5
70.1,715,1.13,61.4
105.2,170,0.94,93.7
50.1,465,1.25,48.2
125.2,570,0.81,120.1
150.3,325,0.79,120
190.2,790,0.77,161.6
135.2,20,0.14,134.2
170.2,505,0.68,162.3
35,165,1.21,34
145.3,15,0.14,112.7
45.1,790,1.25,43
90.2,95,0.79,78.5
95.2,220,0.84,81.7
10,200,1.09,9.9
145.3,345,0.84,120.9
25,570,1.16,24.1
85.1,295,0.89,81.1
75.1,385,1.08,69.8
110.2,275,0.92,92.2
10,685,1.07,9.9
155.3,125,0.68,150.7
25,165,1.15,24.1
85.1,415,0.96,79.9
155.5,655,0.77,122.4
155.3,550,0.86,121.6
110.3,585,0.89,96.9
60.1,330,1.31,58.7
197.4,365,0.98,155.7
175.4,475,0.66,163.6
30,510,1.17,29.8
25,330,1.16,24
135.2,615,0.81,121.3
125.2,475,0.8,121.4
105.2,730,0.8,95.7
175.3,310,0.69,161
125.3,765,0.87,117.9
150.3,75,0.49,115.9
180.3,250,0.64,163
175.1,755,0.66,160
95.2,30,0.27,80.2
10,290,1.09,9.9
35,695,1.19,34
164.8,745,0.69,161
180.3,455,0.7,163.9
